Volume Identifier,Access,Rights,U Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title (Marc 245,Imprint (MARC 260 a+b),Rights determination reason code,Date last update,Govt document,Pub date,Pub place,Language,Format
uc1.$b527136,allow,public domain only when viewed in the US,1475967,,University of California,.b149458289,6575541,,,3010578,Lessons in astronomy including uranography. A brief introductory course without mathematics ...,"Ginn and company, 1891.",bibliographically-derived by automatic processes,11/2/2010 20:30,0,1891,Massachusetts,English,Book
uc2.ark:/13960/t8df6mr56,allow,public domain only when viewed in the US,1475967,,University of California,.b149458289,6575541,,,3010578,Lessons in astronomy including uranography. A brief introductory course without mathematics ...,"Ginn and company, 1891.",bibliographically-derived by automatic processes,2/7/2011 19:30,0,1891,Massachusetts,English,Book
mdp.39015064470332,allow,public domain,1475985,,University of Michigan,1475985,928858,,,05021495 //r87,"An oration delivered before the Cincinnati astronomical society, on the occasion of laying the corner stone of an astronomical observatory, on the 10th of November, 1843. By John Quincy Adams.","Printed by Shepard & co., 1843.",bibliographically-derived by automatic processes,3/22/2012 19:30,0,1843,Ohio,English,Book
mdp.39015068191918,allow,public domain,1475986,,University of Michigan,1475986,9513631,,,32025780,"Six lectures on astronomy, delivered at the meetings of the friends of the Ipswich museum, at the Temperance hall, Ipswich, in the month of March, 1848,","Simpkin, Marshall, & co. [185-]",bibliographically-derived by automatic processes,4/10/2012 19:30,0,1859,England,English,Book
mdp.39015063580297,allow,public domain,1475990,,University of Michigan,1475990,781399,,,06015387 //r87,"Celestial scenery; or, The wonders of the planetary system displayed; illustrating the perfections of the deity and a plurality of worlds. By Thomas Dick ...","Harper & brothers, 1838.",bibliographically-derived by automatic processes,4/1/2013 19:25,0,1838,New York (State),English,Book
uva.x001821037,allow,public domain,1475990,,University of Virginia,u873074,781399,,,06015387 //r87,"Celestial scenery; or, The wonders of the planetary system displayed; illustrating the perfections of the deity and a plurality of worlds. By Thomas Dick ...","Harper & brothers, 1838.",bibliographically-derived by automatic processes,5/14/2011 20:33,0,1838,New York (State),English,Book
nyp.33433087586255,allow,public domain,1475990,,New York Public Library,.b137464071,781399,,,06015387 //r87,"Celestial scenery; or, The wonders of the planetary system displayed; illustrating the perfections of the deity and a plurality of worlds. By Thomas Dick ...","Harper & brothers, 1838.",bibliographically-derived by automatic processes,4/18/2013 19:25,0,1838,New York (State),English,Book
mdp.39015021268019,allow,public domain only when viewed in the US,1475993,,University of Michigan,1475993,3008788,,,09007740 //r87,"Astronomical essays historical and descriptive, by J. Ellard Gore ... With 6 illustrations.","Chatto & Windus, 1907.",bibliographically-derived by automatic processes,3/29/2013 19:25,0,1907,England,English,Book
uc1.b278136,allow,public domain only when viewed in the US,1475993,,University of California,GLAD234816-B,3008788,,,09007740 //r87,"Astronomical essays historical and descriptive, by J. Ellard Gore ... With 6 illustrations.","Chatto & Windus, 1907.",bibliographically-derived by automatic processes,4/5/2013 19:25,0,1907,England,English,Book
uc2.ark:/13960/t08w39497,allow,public domain only when viewed in the US,1475993,,University of California,.b120614789,3008788,,,09007740 //r87,"Astronomical essays historical and descriptive, by J. Ellard Gore ... With 6 illustrations.","Chatto & Windus, 1907.",bibliographically-derived by automatic processes,2/16/2011 19:30,0,1907,England,English,Book
mdp.39015056721775,allow,public domain only when viewed in the US,1475994,,University of Michigan,1475994,11055937,,,5004506,Studies in astronomy,"Chatto & Windus, 1904.",bibliographically-derived by automatic processes,4/1/2013 19:25,0,1904,England,English,Book
uc1.b278137,allow,public domain only when viewed in the US,1475994,,University of California,GLAD234817-B,11055937,,,5004506,Studies in astronomy,"Chatto & Windus, 1904.",bibliographically-derived by automatic processes,4/5/2013 19:25,0,1904,England,English,Book
nyp.33433069087546,allow,public domain only when viewed in the US,1475994,,New York Public Library,.b137528267,11055937,,,5004506,Studies in astronomy,"Chatto & Windus, 1904.",bibliographically-derived by automatic processes,4/4/2013 19:25,0,1904,England,English,Book
uc2.ark:/13960/t00001400,allow,public domain only when viewed in the US,1475994,,University of California,.b120614790,11055937,,,5004506,Studies in astronomy,"Chatto & Windus, 1904.",bibliographically-derived by automatic processes,3/12/2011 19:30,0,1904,England,English,Book
mdp.39015065809314,allow,public domain only when viewed in the US,1475995,,University of Michigan,1475995,4879731,,,1000823,The worlds of space; a series of popular articles on astronomical subjects.,"A. D. Innes and co., 1894.",bibliographically-derived by automatic processes,11/3/2007 9:30,0,1894,England,English,Book
uc1.b35561,allow,public domain only when viewed in the US,1475995,,University of California,GLAD50421944-B,4879731,,,1000823,The worlds of space; a series of popular articles on astronomical subjects.,"A. D. Innes and co., 1894.",bibliographically-derived by automatic processes,10/2/2009 23:30,0,1894,England,English,Book
uc2.ark:/13960/t9862cv1t,allow,public domain only when viewed in the US,1475995,,University of California,.b131367134,4879731,,,1000823,The worlds of space; a series of popular articles on astronomical subjects.,"A. D. Innes and co., 1894.",bibliographically-derived by automatic processes,2/12/2011 19:30,0,1894,England,English,Book
mdp.39015064563102,allow,public domain,1475997,,University of Michigan,1475997,8102745,,,6010665,The source and mode of solar energy throughout the universe.,"J. B. Lippincott company, 1895.",bibliographically-derived by automatic processes,4/2/2013 19:25,0,1895,Pennsylvania,English,Book
mdp.39015064563110,allow,public domain,1475997,,University of Michigan,1475997,8102745,,,6010665,The source and mode of solar energy throughout the universe.,"J. B. Lippincott company, 1895.",bibliographically-derived by automatic processes,4/2/2013 19:25,0,1895,Pennsylvania,English,Book
uc1.b278139,allow,public domain,1475997,,University of California,GLAD234820-B,8102745,,,6010665,The source and mode of solar energy throughout the universe.,"J. B. Lippincott company, 1895.",bibliographically-derived by automatic processes,4/5/2013 19:25,0,1895,Pennsylvania,English,Book
uc2.ark:/13960/t9m32pz9t,allow,public domain,1475997,,University of California,.b120614819,8102745,,,6010665,The source and mode of solar energy throughout the universe.,"J. B. Lippincott company, 1895.",bibliographically-derived by automatic processes,2/3/2011 19:30,0,1895,Pennsylvania,English,Book
mdp.39015065644075,allow,public domain,1476009,,University of Michigan,1476009,1367590,,,62051046 /L/r84,This universe of space. Illustrative diagrams by the author.,Schenkman Pub. Co. [1962],copyright renewal research was conducted,12/21/2011 5:30,0,1962,Massachusetts,English,Book
mdp.39015074633820,allow,public domain,1476010,,University of Michigan,1476010,4662139,,,6013260,"Lectures on astronomy, delivered at King's college,","J. W. Parker, 1839.",bibliographically-derived by automatic processes,5/28/2012 19:30,0,1839,England,English,Book
mdp.39015064482303,allow,public domain,1476011,,University of Michigan,1476011,29081113,,,3013693,"The problems of astronomy. An address by Simon Newcomb, at the dedication of the Flower observatory, of the University of Pennsylvania, May 12th, 1897.","The New era printing company, 1897?]",bibliographically-derived by automatic processes,3/24/2012 19:30,0,1897,Pennsylvania,English,Book
dul1.ark:/13960/t9c54bx3m,allow,public domain,1476032,,Duke University,2732961,9119119,,,5014162,"Conversations on the plurality of worlds. By Monsieur Fontenelle. Translated from the last Paris ed. Wherein are many improvements throughout; and some new observations on several late discoveries which have been made in the heavens. By William Gardiner, esq.",Printed for A. Bettesworth [etc.] 1715.,bibliographically-derived by automatic processes,10/28/2011 19:30,0,1715,England,English,Book
uiug.30112104122566,allow,public domain,1476038,,University of Illinois,1780182,899690,,,73600150,Life beyond earth & the mind of man : a symposium / edited by Richard Berendzen.,"National Aeronautics and Space Administration, Scientific and Technical Information Office; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.], 1973.",bibliographically-derived by automatic processes,4/12/2012 4:30,1,1973,District of Columbia,English,Book
mdp.39015065384532,allow,public domain only when viewed in the US,1476042,,University of Michigan,1476042,1946390,,,13011520,Are the planets inhabited!,"Harper & brothers, 1913.",bibliographically-derived by automatic processes,5/13/2010 16:33,0,1913,England,English,Book
uc1.b278150,allow,public domain only when viewed in the US,1476042,,University of California,GLAD234830-B,1946390,,,13011520,Are the planets inhabited!,"Harper & brothers, 1913.",bibliographically-derived by automatic processes,5/13/2010 16:35,0,1913,England,English,Book
uc2.ark:/13960/t54f1nz91,allow,public domain only when viewed in the US,1476042,,University of California,.b120614911,1946390,,,13011520,Are the planets inhabited!,"Harper & brothers, 1913.",bibliographically-derived by automatic processes,2/6/2011 19:30,0,1913,England,English,Book
miun.agg8425.0001.001,allow,public domain,1476047,,University of Michigan,1476047,2500304,,,5021649,"The plurality of worlds ... / With an introduction, by Edward Hitchcock ...","Gould and Lincoln, 1854.",bibliographically-derived by automatic processes,9/14/2012 13:30,0,1854,Massachusetts,English,Book
mdp.39015040408604,allow,public domain only when viewed in the US,1476049,,University of Michigan,1476049,1344095,,,6020906,Moon lore.,"S. Sonnenschein [etc.], 1885.",bibliographically-derived by automatic processes,5/10/2012 4:30,0,1885,England,English,Book
mdp.39015077831454,allow,public domain,1476054,,University of Michigan,1476054,1729502,,,42020272,Youth considers the heavens; high school student's opinions about man's place in the world in relation to their astronomical information,"King's crown press, 1942.",copyright renewal research was conducted,11/27/2012 5:30,0,1942,New York (State),English,Book
mdp.39015040409685,allow,public domain,1476058,,University of Michigan,1476058,6688151,,,ca 34001282,"Manual of practical exercises in astronomy,","Edwards brothers, inc., c1933.",copyright renewal research was conducted,4/13/2010 4:31,0,1933,Michigan,English,Book
miun.agg8438.0001.001,allow,public domain,1476060,,University of Michigan,1476060,9592428,,,3010592,Electro astronomical atlas ...,"Weed, Parsons and company, 1874.",bibliographically-derived by automatic processes,9/14/2012 13:30,0,1874,New York (State),English,Book
mdp.39015015928123,allow,public domain,1476070,,University of Michigan,1476070,1597349,,,55013821,Guide to the stars.,Philosophical Library [1955],copyright renewal research was conducted,3/20/2013 5:28,0,1955,New York (State),English,Book
mdp.39015008614250,allow,public domain only when viewed in the US,1476074,,University of Michigan,1476074,5417311,,,7026464,"A field book of the stars, by William Tyler Olcott, with fifty diagrams.","G.P. Putnam's sons, 1907.",bibliographically-derived by automatic processes,6/26/2012 19:30,0,1907,New York (State),English,Book
mdp.39015067244684,allow,public domain only when viewed in the US,1476075,,University of Michigan,1476075,5424943,,,16006334,"Stars of the southern skies,","Longmans, Green and co., 1915.",bibliographically-derived by automatic processes,7/3/2012 19:30,0,1915,England,English,Book
uc1.b113309,allow,public domain,1476076,,University of California,GLAD33774365-B,1242865,,,48008267 //r87,The stars are yours.,"Macmillan Co., 1948.",copyright renewal research was conducted,4/2/2013 5:25,0,1948,New York (State),English,Book
mdp.39015065824248,allow,public domain only when viewed in the US,1476080,,University of Michigan,1476080,498706,,,8014345,"Astronomy with the naked eye; a new geography of the heavens, with descriptions and charts of constellations, stars, and planets, by Garrett P. Serviss.","Harper & Brothers, 1908.",bibliographically-derived by automatic processes,2/1/2013 4:32,0,1908,New York (State),English,Book
uc2.ark:/13960/t8w951s6p,allow,public domain only when viewed in the US,1476080,,University of California,2923966,498706,,,8014345,"Astronomy with the naked eye; a new geography of the heavens, with descriptions and charts of constellations, stars, and planets, by Garrett P. Serviss.","Harper & Brothers, 1908.",bibliographically-derived by automatic processes,2/1/2013 4:33,0,1908,New York (State),English,Book
uc1.b4594275,allow,public domain,1476081,,University of California,GLAD17064941-B,4837562,,,5021648,Poole bros' Celestial handbook.,[Poole bros.] 1892.,bibliographically-derived by automatic processes,4/6/2013 19:25,0,1892,Illinois,English,Book
uc2.ark:/13960/t00z72999,allow,public domain,1476081,,University of California,.b124174103,4837562,,,5021648,Poole bros' Celestial handbook.,[Poole bros.] 1892.,bibliographically-derived by automatic processes,2/20/2011 19:30,0,1892,Illinois,English,Book
uc2.ark:/13960/t81j9984g,allow,public domain only when viewed in the US,1476082,,University of California,.b150035500,14931895,,,12006037 //r86,"The star pocket-book; or, How to find your way at night by the stars. A simple manual for the use of soldiers, travellers, and other landsmen, by R. Weatherhead ... with a foreword by Sir Robert Ball ...","Longmans, Green and co., 1911.",bibliographically-derived by automatic processes,2/5/2011 19:30,0,1911,England,English,Book
mdp.39015055231784,allow,public domain,1476084,,University of Michigan,1476084,1245073,,,14020765 //r87,"First observations in astronomy; a handbook for schools and colleges, by Mary E. Byrd ...","The Rumford press, 1913.",bibliographically-derived by automatic processes,4/1/2013 19:25,0,1913,New Hampshire,English,Book
uc1.b35576,allow,public domain,1476084,,University of California,GLAD50421825-B,1245073,,,14020765 //r87,"First observations in astronomy; a handbook for schools and colleges, by Mary E. Byrd ...","The Rumford press, 1913.",bibliographically-derived by automatic processes,4/5/2013 19:25,0,1913,New Hampshire,English,Book
uc2.ark:/13960/t6h12wh34,allow,public domain,1476084,,University of California,.b131366270,1245073,,,14020765 //r87,"First observations in astronomy; a handbook for schools and colleges, by Mary E. Byrd ...","The Rumford press, 1913.",bibliographically-derived by automatic processes,2/15/2011 19:30,0,1913,New Hampshire,English,Book
mdp.39015055286184,allow,public domain,1476085,,University of Michigan,1476085,7941728,,,5037866,An explanation of the gnomonic projection of the sphere; and of such points of astronomy as are most necessary in the use of astronomical maps: being a description of the construction and use of the larger and smaller maps of the stars; as also of the six maps of the earth. By August De Morgan.,"Baldwin and Cradock, 1836.",bibliographically-derived by automatic processes,7/25/2011 20:31,0,1836,England,English,Book
mdp.39015055286341,allow,public domain,1476085,,University of Michigan,1476085,7941728,,,5037866,An explanation of the gnomonic projection of the sphere; and of such points of astronomy as are most necessary in the use of astronomical maps: being a description of the construction and use of the larger and smaller maps of the stars; as also of the six maps of the earth. By August De Morgan.,"Baldwin and Cradock, 1836.",bibliographically-derived by automatic processes,6/30/2009 22:30,0,1836,England,English,Book
uc1.b278159,allow,public domain,1476085,,University of California,GLAD234740-B,7941728,,,5037866,An explanation of the gnomonic projection of the sphere; and of such points of astronomy as are most necessary in the use of astronomical maps: being a description of the construction and use of the larger and smaller maps of the stars; as also of the six maps of the earth. By August De Morgan.,"Baldwin and Cradock, 1836.",bibliographically-derived by automatic processes,8/31/2010 19:30,0,1836,England,English,Book
uc2.ark:/13960/t0ks6k62z,allow,public domain,1476085,,University of California,.b120614182,7941728,,,5037866,An explanation of the gnomonic projection of the sphere; and of such points of astronomy as are most necessary in the use of astronomical maps: being a description of the construction and use of the larger and smaller maps of the stars; as also of the six maps of the earth. By August De Morgan.,"Baldwin and Cradock, 1836.",bibliographically-derived by automatic processes,2/17/2011 19:30,0,1836,England,English,Book
uc1.b113305,allow,public domain only when viewed in the US,1476086,,University of California,GLAD17064942-B,11314232,,,4003496,Telescopic work for starlight evenings.,"Taylor and Francis, 1891.",bibliographically-derived by automatic processes,4/5/2013 19:25,0,1891,England,English,Book
