Volume Identifier,Access,Rights,University of Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title,Imprint,Rights determination reason code,Date of last update,Government Document,Publication Date,Publication Place,Language,Bibliograhic Format
njp.32101045556667,allow,pdus,008893977,vol. 101-105 (1882-1883),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1883,gw ,ger,SE
njp.32101045556675,allow,pdus,008893977,"Index, v. 61/80 (1875)",NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:18,0,1875,gw ,ger,SE
njp.32101045556683,allow,pdus,008893977,vol. 116-120 (1887-1889),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1889,gw ,ger,SE
njp.32101045556691,allow,pdus,008893977,vol. 121-125 (1889-1890),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1890,gw ,ger,SE
njp.32101045556717,allow,pd,008893977,vol. 51-55 (1858-1861),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1861,gw ,ger,SE
njp.32101045556758,allow,pd,008893977,vol. 31-35 (1851-1853),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1853,gw ,ger,SE
njp.32101045556766,allow,pd,008893977,"v. 29, suppl. (1849)",NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:42,0,1849,gw ,ger,SE
njp.32101045556774,allow,pd,008893977,vol. 1 (1823),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:42,0,1823,gw ,ger,SE
njp.32101045556782,allow,pd,008893977,vol. 2 (1824),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:18,0,1824,gw ,ger,SE
njp.32101045556790,allow,pd,008893977,vol. 3 (1825),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:30:16,0,1825,gw ,ger,SE
njp.32101045556808,allow,pd,008893977,vol. 4 (1826),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:31:08,0,1826,gw ,ger,SE
njp.32101045556816,allow,pd,008893977,vol. 5 (1827),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:18,0,1827,gw ,ger,SE
njp.32101045556824,allow,pd,008893977,vol. 6 (1828),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:30:42,0,1828,gw ,ger,SE
njp.32101045556832,allow,pd,008893977,vol. 7 (1829),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:30:42,0,1829,gw ,ger,SE
njp.32101045556840,allow,pd,008893977,vol. 8 (1831),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:42,0,1831,gw ,ger,SE
njp.32101045556857,allow,pd,008893977,vol. 9 (1831),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:42,0,1831,gw ,ger,SE
njp.32101045556865,allow,pd,008893977,vol. 10 (1833),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:31:08,0,1833,gw ,ger,SE
njp.32101045556873,allow,pd,008893977,vol. 11-13 (1834-1836),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1836,gw ,ger,SE
njp.32101045556881,allow,pd,008893977,vol. 21 (1844),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:31:08,0,1844,gw ,ger,SE
njp.32101045556899,allow,pd,008893977,vol. 14-16 (1837-1839),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1839,gw ,ger,SE
njp.32101045556907,allow,pd,008893977,vol. 17-20 (1840-1843),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-11-02 20:30:42,0,1843,gw ,ger,SE
njp.32101045556915,allow,pd,008893977,vol. 22-25 (1845-1847),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1847,gw ,ger,SE
njp.32101045556923,allow,pd,008893977,vol. 26-30 (1848-1850),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1850,gw ,ger,SE
njp.32101045556931,allow,pdus,008893977,vol. 156-160 (1901-1903),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1903,gw ,ger,SE
njp.32101045556956,allow,pdus,008893977,"Index, v. 81/120 (1891)",NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:18,0,1891,gw ,ger,SE
njp.32101045556964,allow,pdus,008893977,vol. 171-175 (1906-1907),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1907,gw ,ger,SE
njp.32101045556972,allow,pdus,008893977,vol. 166-170 (1904-1906),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:43,0,1906,gw ,ger,SE
njp.32101045557103,deny,ic,008893977,vol. 216-17 (1922-1923),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-11-03 19:30:46,0,1923,gw ,ger,SE
njp.32101045557129,allow,pdus,008893977,vol. 211-12 (1920-1921),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 20:30:16,0,1921,gw ,ger,SE
njp.32101045557137,allow,pdus,008893977,vol. 213-14 (1921),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2010-10-25 19:30:42,0,1921,gw ,ger,SE
njp.32101045557145,allow,pdus,008893977,vol. 215 (1921-1922),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-11-11 19:30:05,0,1922,gw ,ger,SE
njp.32101045557152,allow,pdus,008893977,vol. 206-210 (1918-1920),NJP,564781,1518495,,0004-6337,sn 86002106,Astronomische Nachrichten.,"s.n.], 1823-",bib,2011-12-06 19:30:44,0,1920,gw ,ger,SE
njp.32101045664370,allow,pd,008894085,no. 1-19 (1896-1903),NJP,807090,3836068,,,07018382,Bulletin / Yerkes Observatory of the University of Chicago.,"The University of Chicago Press, 1896-1903.",bib,2010-10-26 20:32:03,0,1903,ilu,eng,SE
njp.32101045715131,allow,pd,008894141,1923,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-11-03 19:30:14,1,1923,dcu,eng,SE
njp.32101045715149,allow,pd,008894141,1922,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-11-03 20:31:19,1,1922,dcu,eng,SE
njp.32101045715156,allow,pd,008894141,1921,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-11-03 19:30:14,1,1921,dcu,eng,SE
njp.32101045715164,allow,pd,008894141,1920,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-11-03 20:31:19,1,1920,dcu,eng,SE
njp.32101045715172,allow,pd,008894141,1918 suppl.,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1918,dcu,eng,SE
njp.32101045715180,allow,pd,008894141,1918,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:17,1,1918,dcu,eng,SE
njp.32101045715198,allow,pd,008894141,1917 suppl.,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1917,dcu,eng,SE
njp.32101045715206,allow,pd,008894141,1917,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:17,1,1917,dcu,eng,SE
njp.32101045715214,allow,pd,008894141,1916,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1916,dcu,eng,SE
njp.32101045715222,allow,pd,008894141,1915,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1915,dcu,eng,SE
njp.32101045715230,allow,pd,008894141,1914,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1914,dcu,eng,SE
njp.32101045715248,allow,pd,008894141,1913,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1913,dcu,eng,SE
njp.32101045715255,allow,pd,008894141,1912,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1912,dcu,eng,SE
njp.32101045715263,allow,pd,008894141,1911,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:33:10,1,1911,dcu,eng,SE
njp.32101045715271,allow,pd,008894141,1910,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:33:10,1,1910,dcu,eng,SE
njp.32101045715289,allow,pd,008894141,1909,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1909,dcu,eng,SE
njp.32101045715297,allow,pd,008894141,1908,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:31:11,1,1908,dcu,eng,SE
njp.32101045715305,allow,pd,008894141,1907,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1907,dcu,eng,SE
njp.32101045715313,allow,pd,008894141,1906,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:31:11,1,1906,dcu,eng,SE
njp.32101045715321,allow,pd,008894141,1905,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:30:30,1,1905,dcu,eng,SE
njp.32101045715339,allow,pd,008894141,1904,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:32:04,1,1904,dcu,eng,SE
njp.32101045715347,allow,pd,008894141,1903 2nd ed.,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1903,dcu,eng,SE
njp.32101045715362,allow,pd,008894141,1902,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1902,dcu,eng,SE
njp.32101045715370,allow,pd,008894141,1901,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:43,1,1901,dcu,eng,SE
njp.32101045715388,allow,pd,008894141,1900,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:30:30,1,1900,dcu,eng,SE
njp.32101045715396,allow,pd,008894141,1899,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1899,dcu,eng,SE
njp.32101045715404,allow,pd,008894141,1898,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1898,dcu,eng,SE
njp.32101045715412,allow,pd,008894141,1897,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:30:30,1,1897,dcu,eng,SE
njp.32101045715420,allow,pd,008894141,1896,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1896,dcu,eng,SE
njp.32101045715438,allow,pd,008894141,1895,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1895,dcu,eng,SE
njp.32101045715446,allow,pd,008894141,1894,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1894,dcu,eng,SE
njp.32101045715453,allow,pd,008894141,1893,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1893,dcu,eng,SE
njp.32101045715461,allow,pd,008894141,1892,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1892,dcu,eng,SE
njp.32101045715479,allow,pd,008894141,1891,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:43,1,1891,dcu,eng,SE
njp.32101045715487,allow,pd,008894141,1890,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:31:11,1,1890,dcu,eng,SE
njp.32101045715495,allow,pd,008894141,1889,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1889,dcu,eng,SE
njp.32101045715503,allow,pd,008894141,1888,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:30:30,1,1888,dcu,eng,SE
njp.32101045715511,allow,pd,008894141,1887,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:32:04,1,1887,dcu,eng,SE
njp.32101045715529,allow,pd,008894141,1886,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1886,dcu,eng,SE
njp.32101045715537,allow,pd,008894141,1885,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1885,dcu,eng,SE
njp.32101045715545,allow,pd,008894141,1881-1884 (suppl.),NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1884,dcu,eng,SE
njp.32101045715552,allow,pd,008894141,1884,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1884,dcu,eng,SE
njp.32101045715560,allow,pd,008894141,1883,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:32:04,1,1883,dcu,eng,SE
njp.32101045715578,allow,pd,008894141,1882,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:31:11,1,1882,dcu,eng,SE
njp.32101045715594,allow,pd,008894141,1881,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1881,dcu,eng,SE
njp.32101045715602,allow,pd,008894141,1880,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:32:04,1,1880,dcu,eng,SE
njp.32101045715610,allow,pd,008894141,1879,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:43,1,1879,dcu,eng,SE
njp.32101045715628,allow,pd,008894141,1878,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:33:10,1,1878,dcu,eng,SE
njp.32101045715636,allow,pd,008894141,1877,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1877,dcu,eng,SE
njp.32101045715644,allow,pd,008894141,1876,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1876,dcu,eng,SE
njp.32101045715651,allow,pd,008894141,1875,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:33:10,1,1875,dcu,eng,SE
njp.32101045715669,allow,pd,008894141,1874,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1874,dcu,eng,SE
njp.32101045715677,allow,pd,008894141,1873,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1873,dcu,eng,SE
njp.32101045715685,allow,pd,008894141,1872,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1872,dcu,eng,SE
njp.32101045715693,allow,pd,008894141,1871,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1871,dcu,eng,SE
njp.32101045715701,allow,pd,008894141,1870,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1870,dcu,eng,SE
njp.32101045715719,allow,pd,008894141,1869 (+ suppl.),NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1869,dcu,eng,SE
njp.32101045715727,allow,pd,008894141,1868,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:43,1,1868,dcu,eng,SE
njp.32101045715735,allow,pd,008894141,1867,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:43,1,1867,dcu,eng,SE
njp.32101045715743,allow,pd,008894141,1866 suppl.,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:18,1,1866,dcu,eng,SE
njp.32101045715750,allow,pd,008894141,1866,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:44,1,1866,dcu,eng,SE
njp.32101045715768,allow,pd,008894141,1865,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:19,1,1865,dcu,eng,SE
njp.32101045715776,allow,pd,008894141,1864,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1864,dcu,eng,SE
njp.32101045715784,allow,pd,008894141,1863,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:31:09,1,1863,dcu,eng,SE
njp.32101045715792,allow,pd,008894141,1862,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:30:31,1,1862,dcu,eng,SE
njp.32101045715800,allow,pd,008894141,1861,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 20:30:44,1,1861,dcu,eng,SE
njp.32101045715818,allow,pd,008894141,1860,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:32:04,1,1860,dcu,eng,SE
njp.32101045715826,allow,pd,008894141,1859,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:31:11,1,1859,dcu,eng,SE
njp.32101045715834,allow,pd,008894141,1858,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 19:30:33,1,1858,dcu,eng,SE
njp.32101045715842,allow,pd,008894141,1857,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:33:10,1,1857,dcu,eng,SE
njp.32101045715859,allow,pd,008894141,1856,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-25 19:30:44,1,1856,dcu,eng,SE
njp.32101045715867,allow,pd,008894141,1855,NJP,761679,1695606,,0065-8189,07035435,The American ephemeris and nautical almanac.,"U.S. G.P.O., 1855-1980.",bib,2010-10-26 20:32:04,1,1855,dcu,eng,SE
njp.32101045716154,allow,pdus,008894149,,NJP,2036204,4206315,,,08009730,Eclipse total de sol del 30 de agosto de 1905. Observaciones hechás en carrion de los Condes (Palencia) por la sección astronómica del Observatorio de Cartuja (Granada) dirigido por padre des la Compañia de Jesús. --,"Tip de L. Guevara, 1905.",bib,2010-10-25 19:30:44,0,1905,sp ,spa,BK
njp.32101045950399,allow,pdus,008894364,v.1,NJP,2035269,4094686,,,ca 09001925,Osservazioni astronomiche e fisiche sull'asse di rotazione e sulla topografia del pianeta Marte fatte nella Reale specola in Milano ... Memoria [1- del socio G. V. Schiaparelli.,1878-,gfv,2011-08-01 14:08:53,0,9999,it ,ita,BK
njp.32101075392389,allow,pdus,008894364,vol. 6,NJP,2035269,4094686,,,ca 09001925,Osservazioni astronomiche e fisiche sull'asse di rotazione e sulla topografia del pianeta Marte fatte nella Reale specola in Milano ... Memoria [1- del socio G. V. Schiaparelli.,1878-,gfv,2011-08-01 14:08:53,0,9999,it ,ita,BK
njp.32101075392397,allow,pdus,008894364,vol. 4,NJP,2035269,4094686,,,ca 09001925,Osservazioni astronomiche e fisiche sull'asse di rotazione e sulla topografia del pianeta Marte fatte nella Reale specola in Milano ... Memoria [1- del socio G. V. Schiaparelli.,1878-,gfv,2011-08-01 14:08:53,0,9999,it ,ita,BK
njp.32101075392405,allow,pdus,008894364,vol. 3,NJP,2035269,4094686,,,ca 09001925,Osservazioni astronomiche e fisiche sull'asse di rotazione e sulla topografia del pianeta Marte fatte nella Reale specola in Milano ... Memoria [1- del socio G. V. Schiaparelli.,1878-,gfv,2011-08-01 14:08:53,0,9999,it ,ita,BK
njp.32101075392413,allow,pdus,008894364,vol. 2,NJP,2035269,4094686,,,ca 09001925,Osservazioni astronomiche e fisiche sull'asse di rotazione e sulla topografia del pianeta Marte fatte nella Reale specola in Milano ... Memoria [1- del socio G. V. Schiaparelli.,1878-,gfv,2011-08-01 14:08:53,0,9999,it ,ita,BK
njp.32101047689789,allow,pdus,008896097,,NJP,1959313,23417813,,,,"Comptes rendus des séances de la dix-septième conférence générale de l'Association géodésique internationale réunie à Hambourg du 17 au 27 septembre 1912 rédigés par le secrétaire perpétuel H. G. van de Sande Bakhuyzen ... Verhandlungen der vom 17, bis 27, september 1912 in Hamburg abgehaltenen siebzehnten allgemeinen conferenz der Internationalen erdmessung, redigirt vom ständigen secretär H. G. van de Sande Bakhuyzen ...","G. Reimer; imprimé par E. J. Brill à Leyde, 1913-14.",bib,2011-04-20 19:30:49,0,1914,gw ,fre,BK
njp.32101049360397,allow,pd,008897244,,NJP,1950006,9876339,,,08014558 //r892,"Telegraphic determination of longitudes in Japan, China, and the East Indies; embracing the meridians of Yokohama, Nagasaki, Wladiwostok, Shanghai, Amoy, Hong-Kong, Manila, Cape St. James, Singapore, Batavia, and Madras, with the latitude of the several stations, by Lieut. Commanders F.M. Green and C.H. Davis, and Lieut. J.A. Norris, U.S.N., in 1881 and 1882. Published by order of Captain J.G. Walker, U.S.N., chief of the Bureau of navigation, Navy department.","Gov't print. off., 1883.",bib,2010-10-19 15:33:15,1,1883,dcu,eng,BK
njp.32101049473893,allow,pd,008897425,,NJP,1944526,6333970,,,20026401,Geodesy. Instructions to light keepers on primary triangulation.,"Govt. print. off., 1920.",bib,2012-10-27 19:30:30,1,1920,dcu,eng,BK
njp.32101049490848,allow,pd,008897449,vol.1,NJP,1949328,9489611,,,05037846,"Tratado de topografia y de geodesia con los primeros elementos de astronomia práctica, por Francisco Diaz Covarrubias ...","Imprenta del gobierno, 1868-69.",bib,2010-10-19 15:31:53,0,1869,mx ,spa,BK
njp.32101049952409,allow,pd,008897867,,NJP,1955703,15488425,,,18026763 //r87,"Geodesy. Triangulation in Maine, by Walter F. Reynolds, chief computer, Division of geodesy , U.S. Coast and geodetic survey ...","Govt. print. off., 1918.",bib,2010-10-19 15:33:50,1,1918,dcu,eng,BK
njp.32101049952458,allow,pd,008897868,,NJP,1955605,15274729,,,15026608 //r,"Triangulation in West Virginia, Ohio, Kentucky, Indiana, Illinois, and Missouri, by A. L. Baldwin.","Govt. print. off., 1915.",bib,2010-10-19 15:33:18,0,1915,dcu,eng,BK
