Volume Identifier,Access,Rights,University of Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title,Imprint,Rights determination reason code,Date of last update,Government Document,Publication Date,Publication Place,Language,Bibliograhic Format
uc1.b4178829,allow,pd,000021984,,UC,GLAD100725071-B,1229335,,,72600319,"Evolutionary and physical properties of meteoroids; the proceedings of the International Astronomical Union's colloquium # 13, held at the State University of New York, Albany, N.Y., on June 14-17, 1971. Edited by Curtis L. Hemenway, Peter M. Millman [and] Allan F. Cook.","Scientific and Technical Information Office, National Aeronautics and Space Administration; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.] 1973.",bib,2009-06-29 22:30:18,1,1973,dcu,eng,BK
uiug.30112007325282,allow,pd,000021984,,UIU,2593897,1229335,,,72600319,"Evolutionary and physical properties of meteoroids; the proceedings of the International Astronomical Union's colloquium # 13, held at the State University of New York, Albany, N.Y., on June 14-17, 1971. Edited by Curtis L. Hemenway, Peter M. Millman [and] Allan F. Cook.","Scientific and Technical Information Office, National Aeronautics and Space Administration; [for sale by the Supt. of Docs., U.S. Govt. Print. Off.] 1973.",bib,2012-04-04 19:33:05,1,1973,dcu,eng,BK
uiug.30112008646827,allow,pd,000028856,,UIU,1259845,1273171,,,74600117,"Pioneer odyssey : encounter with a giant / by Richard O. Fimmel, William Swindell, and Eric Burgess, prepared at Ames Research Center.","Scientific and Technical Information Division, National Aeronautics and Space Administration : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1974.",bib,2012-04-12 04:30:05,1,1974,dcu,eng,BK
mdp.39015049076220,allow,pd,000033608,,MiU,000033608,1311052,,,73600151,Mars as viewed by Mariner 9 : a pictorial presentation by the Mariner 9 television team and the planetology program principal investigators.,"Scientific and Technical Information Office, National Aeronautics and Space Administration : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1974.",bib,2010-02-20 22:30:03,1,1974,dcu,eng,BK
mdp.39015017189864,allow,pd,000036717,,MiU,000036717,3627556,,,77601893,The Viking mission to Mars / William R. Corliss.,"Scientific and Technical Information Office, National Aeronautics and Space Administration : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1975 i.e. 1976.",bib,2010-02-21 21:30:01,1,1976,dcu,eng,BK
uiug.30112104078404,allow,pd,000039463,,UIU,1231641,1160757,,,74600024,"Atlas of Surveyor 5 television data / by Raymond M. Batson, Raymond Jordan, and Kathleen B. Larson.","Scientific and Technical Information Office, National Aeronautics and Space Administration : for sale by the Supt. of Docs., U.S. Govt. Print. Off., 1974.",bib,2012-04-12 04:30:10,1,1974,dcu,eng,BK
mdp.39015019041519,deny,ic,000046353,ser.2 v.16-18 1951-1954,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-02 20:30:53,0,1954,fr ,fre,SE
mdp.39015019041444,deny,ic,000046353,ser.2 v.19-21 1955-1957,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-02 20:30:36,0,1957,fr ,fre,SE
mdp.39015019041196,deny,ic,000046353,ser.2 v.22-23 1958-1961,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-02 20:30:44,0,1961,fr ,fre,SE
mdp.39015019041188,deny,ic,000046353,ser.2 v.24 1963-1965,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-02 20:30:59,0,1965,fr ,fre,SE
mdp.39015019041170,deny,ic,000046353,ser.2 v.25 1965,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-02 20:30:44,0,1965,fr ,fre,SE
mdp.39015019041162,deny,ic,000046353,ser.3 v.1 1966,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-01 20:30:33,0,1966,fr ,fre,SE
mdp.39015019041154,deny,ic,000046353,ser.3 v.2 1967,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-01 20:30:45,0,1967,fr ,fre,SE
mdp.39015019041113,deny,ic,000046353,ser.3 v.3 1968,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-04-21 19:31:12,0,1968,fr ,fre,SE
mdp.39015035064289,allow,pdus,000046353,v.17 1900,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-27 19:25:10,0,1900,fr ,fre,SE
mdp.39015024258181,allow,pdus,000046353,v.25 1908,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-02 19:30:17,0,1908,fr ,fre,SE
mdp.39015036744574,allow,pdus,000046353,v.32 1915,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-02 19:30:22,0,1915,fr ,fre,SE
mdp.39015050938276,allow,pdus,000046353,v.35 1918,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-05-13 16:32:46,0,1918,fr ,fre,SE
mdp.39015050938524,allow,pdus,000046353,v.23 1906,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-23 19:30:35,0,1906,fr ,fre,SE
mdp.39015058503411,allow,pdus,000046353,v.8 1891,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-09-09 19:30:30,0,1891,fr ,fre,SE
mdp.39015059829898,allow,pdus,000046353,v.19 1902,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-01 19:25:18,0,1902,fr ,fre,SE
mdp.39015068001877,allow,pdus,000046353,v.18 1901,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-27 19:25:16,0,1901,fr ,fre,SE
mdp.39015068001885,allow,pdus,000046353,v.20 1903,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2011-08-25 19:30:16,0,1903,fr ,fre,SE
mdp.39015068131864,allow,pdus,000046353,v.1 1884,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-09-08 19:31:30,0,1884,fr ,fre,SE
mdp.39015068131690,allow,pdus,000046353,v.2 1885,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-27 19:25:17,0,1885,fr ,fre,SE
mdp.39015068131682,allow,pdus,000046353,v.3 1886,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-07-17 22:30:04,0,1886,fr ,fre,SE
mdp.39015068131849,allow,pdus,000046353,v.4 1887,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-06-25 23:30:30,0,1887,fr ,fre,SE
mdp.39015068131674,allow,pdus,000046353,v.5 1888,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2011-07-31 16:30:15,0,1888,fr ,fre,SE
mdp.39015068131831,allow,pdus,000046353,v.6 1889,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-09-09 19:30:37,0,1889,fr ,fre,SE
mdp.39015068131997,allow,pdus,000046353,v.7 1890,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-12-25 21:30:08,0,1890,fr ,fre,SE
mdp.39015068131666,allow,pdus,000046353,v.9 1892,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-03 19:25:08,0,1892,fr ,fre,SE
mdp.39015068131823,allow,pdus,000046353,v.10 1893,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-27 19:25:17,0,1893,fr ,fre,SE
mdp.39015068131989,allow,pdus,000046353,v.11 1894,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-09-09 19:30:37,0,1894,fr ,fre,SE
mdp.39015068131658,allow,pdus,000046353,v.12 1895,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-03 19:25:08,0,1895,fr ,fre,SE
mdp.39015068131815,allow,pdus,000046353,v.13 1896,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-03 19:25:08,0,1896,fr ,fre,SE
mdp.39015068131971,allow,pdus,000046353,v.14 1897,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-27 19:25:17,0,1897,fr ,fre,SE
mdp.39015068131641,allow,pdus,000046353,v.15 1898,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-09-08 19:31:30,0,1898,fr ,fre,SE
mdp.39015068131807,allow,pdus,000046353,v.16 1899,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-27 19:25:17,0,1899,fr ,fre,SE
mdp.39015073148242,allow,pdus,000046353,v.21 1904,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-12-03 19:32:16,0,1904,fr ,fre,SE
mdp.39015073148234,allow,pdus,000046353,v.22 1905,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-11-04 19:30:13,0,1905,fr ,fre,SE
mdp.39015073148226,allow,pdus,000046353,v.24 1907,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-03-09 22:30:06,0,1907,fr ,fre,SE
mdp.39015073148218,allow,pdus,000046353,v.26 1909,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-05-13 16:34:16,0,1909,fr ,fre,SE
mdp.39015073148200,allow,pdus,000046353,v.27 1910,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-28 19:30:06,0,1910,fr ,fre,SE
mdp.39015073148192,allow,pdus,000046353,v.28 1911,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-28 19:30:06,0,1911,fr ,fre,SE
mdp.39015073148184,allow,pdus,000046353,v.29 1912,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-01 19:30:45,0,1912,fr ,fre,SE
mdp.39015073148176,allow,pdus,000046353,v.30 1913,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-10-12 19:31:32,0,1913,fr ,fre,SE
mdp.39015073148168,allow,pdus,000046353,v.31 1914,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-28 19:30:06,0,1914,fr ,fre,SE
mdp.39015073148150,allow,pdus,000046353,v.33 1916,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-05-13 16:34:16,0,1916,fr ,fre,SE
mdp.39015073148143,allow,pdus,000046353,v.34 1917,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-08-27 19:30:34,0,1917,fr ,fre,SE
mdp.39015075930498,deny,ic,000046353,ser.2 v.5 1925,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-07-01 00:30:32,0,1925,fr ,fre,SE
mdp.39015075930506,deny,ic,000046353,ser.2 v.6 1930,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-03-01 22:30:31,0,1930,fr ,fre,SE
mdp.39015075930423,deny,ic,000046353,ser.2 v.9 1933,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-03-01 22:30:21,0,1933,fr ,fre,SE
mdp.39015075930431,deny,ic,000046353,ser.2 v.10 1937,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-06-21 22:30:02,0,1937,fr ,fre,SE
mdp.39015075930449,deny,ic,000046353,ser.2 v.11 1938,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2009-03-01 22:30:21,0,1938,fr ,fre,SE
mdp.39015076081515,allow,pdus,000046353,ser.2 v.1 1919,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-05-13 16:34:32,0,1919,fr ,fre,SE
mdp.39015076081523,allow,pdus,000046353,ser.2 v.2 1920,MiU,000046353,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-05-13 16:34:32,0,1920,fr ,fre,SE
uc1.32106020673650,deny,ic,000046353,ser.2 v.13 1947-48,UC,.b15091776,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-08-05 20:34:34,0,1948,fr ,fre,SE
njp.32101045534847,deny,ic,000046353,"ser. 2, vol. 3, pt. 1 (1923)",NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:17,0,1923,fr ,fre,SE
njp.32101045534854,allow,pdus,000046353,"ser. 2, vol. 2 (1920)",NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1920,fr ,fre,SE
njp.32101045534862,allow,pdus,000046353,"ser. 2, vol. 1, pt. 2 (1920)",NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1920,fr ,fre,SE
njp.32101045534870,allow,pdus,000046353,"ser. 2, vol. 1, pt. 1 (1920)",NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:17,0,1920,fr ,fre,SE
njp.32101045534888,allow,pdus,000046353,vol. 35 (1918),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:31:08,0,1918,fr ,fre,SE
njp.32101045534896,allow,pdus,000046353,vol. 34 (1917),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:17,0,1917,fr ,fre,SE
njp.32101045534904,allow,pdus,000046353,vol. 33 (1916),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-26 20:31:10,0,1916,fr ,fre,SE
njp.32101045534912,allow,pdus,000046353,vol. 32 (1915),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1915,fr ,fre,SE
njp.32101045534920,allow,pdus,000046353,vol. 31 (1914),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:31:08,0,1914,fr ,fre,SE
njp.32101045534938,allow,pdus,000046353,vol. 30 (1913),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:31:08,0,1913,fr ,fre,SE
njp.32101045535026,deny,ic,000046353,"ser.2, vol.4, pt.1 (1923)",NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1923,fr ,fre,SE
njp.32101045535034,allow,pdus,000046353,"ser. 2, vol. 3-4 (1921-1922)",NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1922,fr ,fre,SE
njp.32101045535042,allow,pdus,000046353,vol. 5 (1888),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:17,0,1888,fr ,fre,SE
njp.32101045535059,allow,pdus,000046353,vol. 4 (1887),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:42,0,1887,fr ,fre,SE
njp.32101045535067,allow,pdus,000046353,vol. 3 (1886),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1886,fr ,fre,SE
njp.32101045535075,allow,pdus,000046353,vol. 2 (1885),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:42,0,1885,fr ,fre,SE
njp.32101045535083,allow,pdus,000046353,vol. 1 (1884),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1884,fr ,fre,SE
njp.32101045535141,allow,pdus,000046353,vol. 15 (1898),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1898,fr ,fre,SE
njp.32101045535158,allow,pdus,000046353,vol. 14 (1897),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1897,fr ,fre,SE
njp.32101045535166,allow,pdus,000046353,vol. 13 (1896),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1896,fr ,fre,SE
njp.32101045535174,allow,pdus,000046353,vol. 12 (1895),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:17,0,1895,fr ,fre,SE
njp.32101045535182,allow,pdus,000046353,vol. 11 (1894),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:31:08,0,1894,fr ,fre,SE
njp.32101045535190,allow,pdus,000046353,vol. 10 (1893),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1893,fr ,fre,SE
njp.32101045535208,allow,pdus,000046353,vol. 9 (1892),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1892,fr ,fre,SE
njp.32101045535216,allow,pdus,000046353,vol. 8 (1891),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-26 20:30:30,0,1891,fr ,fre,SE
njp.32101045535224,allow,pdus,000046353,vol. 7 (1890),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:42,0,1890,fr ,fre,SE
njp.32101045535232,allow,pdus,000046353,vol. 6 (1889),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:31:08,0,1889,fr ,fre,SE
njp.32101045535265,allow,pdus,000046353,vol. 23 (1906),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:42,0,1906,fr ,fre,SE
njp.32101045535273,allow,pdus,000046353,vol. 22 (1905),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:17,0,1905,fr ,fre,SE
njp.32101045535281,allow,pdus,000046353,vol. 21 (1904),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1904,fr ,fre,SE
njp.32101045535299,allow,pdus,000046353,vol. 20 (1903),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:18,0,1903,fr ,fre,SE
njp.32101045535307,allow,pdus,000046353,vol. 19 (1902),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:18,0,1902,fr ,fre,SE
njp.32101045535315,allow,pdus,000046353,vol. 18 (1901),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:15,0,1901,fr ,fre,SE
njp.32101045535323,allow,pdus,000046353,vol. 17 (1900),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:18,0,1900,fr ,fre,SE
njp.32101045535331,allow,pdus,000046353,vol. 16 (1899),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:18,0,1899,fr ,fre,SE
njp.32101045535646,allow,pdus,000046353,vol. 29 (1912),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:31:08,0,1912,fr ,fre,SE
njp.32101045535653,allow,pdus,000046353,vol. 28 (1911),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1911,fr ,fre,SE
njp.32101045535661,allow,pdus,000046353,vol. 27 (1910),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-26 19:30:33,0,1910,fr ,fre,SE
njp.32101045535679,allow,pdus,000046353,vol. 26 (1909),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 20:30:42,0,1909,fr ,fre,SE
njp.32101045535687,allow,pdus,000046353,vol. 25 (1908),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-10-27 19:30:30,0,1908,fr ,fre,SE
njp.32101045535695,allow,pdus,000046353,vol. 24 (1907),NJP,1928236,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2010-10-25 19:30:18,0,1907,fr ,fre,SE
uc1.31822020237384,deny,und,000046353,ser.3 v.1,UC,.b27162941,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2011-02-11 20:31:54,0,1968,fr ,fre,SE
uva.x002080832,allow,pdus,000046353,v.1 1884,UVA,u486365,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2011-05-12 20:30:22,0,1884,fr ,fre,SE
uva.x002080854,allow,pdus,000046353,v.13 1896,UVA,u486365,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2011-05-13 20:32:52,0,1896,fr ,fre,SE
uva.x002080856,allow,pdus,000046353,v.14 1897,UVA,u486365,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-10-27 19:31:13,0,1897,fr ,fre,SE
uva.x002080876,allow,pdus,000046353,v.24 1907,UVA,u486365,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-10-27 19:31:13,0,1907,fr ,fre,SE
uva.x002080878,allow,pdus,000046353,v.25 1908,UVA,u486365,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2012-10-27 19:31:13,0,1908,fr ,fre,SE
pst.000053136480,allow,pdus,000046353,t.1 1884,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1884,fr ,fre,SE
pst.000053136503,allow,pdus,000046353,t.3 1886,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1886,fr ,fre,SE
pst.000053136510,allow,pdus,000046353,t.4 1887,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1887,fr ,fre,SE
pst.000053136565,allow,pdus,000046353,t.9 1892,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1892,fr ,fre,SE
pst.000053136572,allow,pdus,000046353,t.10 1893,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1893,fr ,fre,SE
pst.000053136589,allow,pdus,000046353,t.11 1894,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1894,fr ,fre,SE
pst.000053136626,allow,pdus,000046353,t.15 1898,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1898,fr ,fre,SE
pst.000053136657,allow,pdus,000046353,t.22 1905,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1905,fr ,fre,SE
pst.000053136664,allow,pdus,000046353,t.23 1906,PST,a990359,1537689,,0245-9787,05019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bib,2013-04-13 19:25:29,0,1906,fr ,fre,SE
mdp.39015018003197,deny,ic,000047051,no.14-20 1920-1927,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:32:53,0,1927,gw ,ger,SE
mdp.39015012349604,deny,ic,000047051,no.26-30 1933-1937,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2010-06-28 11:33:29,0,1937,gw ,ger,SE
mdp.39015019234460,deny,ic,000047051,no.52-60 1959-1962,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2012-04-30 19:30:17,0,1962,gw ,ger,SE
mdp.39015019234478,deny,ic,000047051,no.61-65 1962-1963,MiU,000047051,18440519,,,07007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bib,2012-06-10 19:30:20,0,1963,gw ,ger,SE
